method,silhouette,calinski_harabasz,davies_bouldin,adjusted_rand_index,normalized_mutual_info,purity
K-Means,0.12190640717744827,341.4272635788734,1.9285036751617426,0.1774422741926327,0.1767582582659623,0.4843124165554072
PCA+K-Means,0.12190639972686768,341.4272621944508,1.9285039847166696,0.1774422741926327,0.1767582582659623,0.4843124165554072
